user_id,ISBN,rating
8245,140003065X,9
8253,0060391626,9
8253,0060915544,9
8253,0060928336,1
8253,0060929871,1
8253,0060930535,1
8253,0060977493,8
8253,014023313X,1
8253,0316569321,1
8253,0316601950,9
8253,0316666343,1
8253,0375703861,8
8253,0375726403,7
8253,0380977788,1
8253,038572179X,1
8253,039592720X,1
8253,0425152251,1
8253,044021145X,9
8253,0441172717,9
8253,0446310786,1
8253,0446531332,1
8253,0449212602,1
8253,0590353403,8
8253,0671021001,1
8253,067976402X,1
8253,0679781587,1
8253,080411109X,9
8454,0060977493,8
8454,0060987103,1
8454,0060987529,9
8454,0060987561,6
8454,0140293248,7
8454,0140298479,8
8454,0142000205,7
8454,0142001740,9
8454,0142001805,8
8454,0156027321,9
8454,0316569321,6
8454,0316601950,9
8454,0316780375,8
8454,0316781266,8
8454,0375703861,7
8454,0385720106,6
8454,038572179X,8
8454,0452269571,1
8454,0679731148,1
8454,0679781587,1
8454,0743418174,8
8454,0767905180,8
8454,0805063897,9
10314,0060976845,9
10314,014023313X,5
10314,0142000205,6
10314,0312195516,9
10314,0316601950,8
10314,0316776963,7
10314,0375700757,6
10314,0375702709,7
10314,0380730138,5
10314,0385265700,6
10314,038572179X,7
10314,0446310786,9
10314,0553572997,8
10314,068484477X,7
10314,0743227441,9
10314,0743418174,9
10314,0786867647,9
10314,1558744150,6
10314,1573225789,8
10314,1573229326,7
10447,0060915544,9
10447,0060928336,9
10447,0060976845,8
10447,0060987529,9
10447,014025448X,9
10447,0316789089,3
10447,0345465083,1
10447,0375700757,9
10447,0375703055,6
10447,038079487X,7
10447,0385505833,7
10447,0449212602,9
10447,0452282152,7
10447,0452284449,9
10447,0671041789,7
10447,068484477X,9
10447,0743237188,3
10447,0786868716,7
10447,155874262X,6
11676,002542730X,6
11676,0060175400,1
11676,0060199652,1
11676,0060391626,1
11676,0060502258,8
11676,0060938455,1
11676,0060958022,3
11676,0060987103,9
11676,0060987529,8
11676,0060987561,9
11676,0061009059,8
11676,006101351X,8
11676,0061015725,6
11676,0062502182,1
11676,0064400557,9
11676,0064407667,3
11676,0064472272,1
11676,0066214122,9
11676,0070212570,7
11676,0140067477,8
11676,014023313X,6
11676,014025448X,1
11676,014028009X,8
11676,0140293248,5
11676,014029628X,7
11676,0140298479,3
11676,0142000205,8
11676,0142004235,1
11676,0151008116,6
11676,0156027321,6
11676,0312195516,1
11676,0312243022,7
11676,0312278586,6
11676,0312282990,8
11676,0312291639,9
11676,0312305060,9
11676,031242227X,7
11676,0312966091,8
11676,0312966970,7
11676,0312976275,7
11676,0312983867,4
11676,0312995423,7
11676,0316096199,1
11676,0316569321,1
11676,0316666009,8
11676,0316666343,5
11676,0316693006,1
11676,0316693200,7
11676,0316776963,8
11676,0316780375,7
11676,0316781142,9
11676,0316781266,5
11676,0316789089,8
11676,0316969443,7
11676,0345313860,8
11676,0345337662,6
11676,0345361792,1
11676,0345370775,8
11676,0345378482,7
11676,0345378490,9
11676,0345384466,9
11676,034538475X,6
11676,0345391055,9
11676,034540288X,1
11676,034541389X,6
11676,0345417623,1
11676,0345435168,3
11676,0345438329,6
11676,0345465083,7
11676,0374129983,5
11676,0375702709,7
11676,0375703055,7
11676,0375706771,6
11676,0375707972,9
11676,0375726403,7
11676,0375727345,7
11676,0380002930,5
11676,0380018179,6
11676,0380710218,8
11676,0380718332,9
11676,0380718340,1
11676,0380731851,6
11676,0380789019,7
11676,038079487X,1
11676,0380813815,5
11676,0385265700,7
11676,0385335482,1
11676,0385335881,8
11676,0385336179,7
11676,0385472951,1
11676,0385474016,1
11676,0385479565,1
11676,0385484518,9
11676,038549081X,9
11676,038550120X,1
11676,0385503822,8
11676,0385504209,9
11676,0385505833,8
11676,0385508042,9
11676,0385511612,1
11676,0385720106,8
11676,0385722206,9
11676,039592720X,8
11676,0399144463,5
11676,0399150897,8
11676,0425147622,5
11676,0425154092,8
11676,0425158616,1
11676,0425162443,6
11676,0425163407,8
11676,0425167313,8
11676,0425169863,8
11676,0425180638,9
11676,0439064864,1
11676,0439064872,8
11676,0439136369,9
11676,0439139597,8
11676,0439139600,1
11676,0440180295,8
11676,0440211263,8
11676,044021145X,1
11676,0440213525,5
11676,0440215625,8
11676,0440219078,7
11676,0440221471,9
11676,0440222656,1
11676,0440224675,8
11676,0440225701,8
11676,0440226104,7
11676,0440226430,7
11676,0440234743,9
11676,0440235596,6
11676,0440236673,8
11676,044023722X,8
11676,0440241073,8
11676,0440498058,8
11676,0440998050,1
11676,0441003257,7
11676,0441569595,8
11676,0441790348,8
11676,0446364193,8
11676,044651652X,8
11676,044651862X,1
11676,0446531332,9
11676,0446532231,7
11676,0446601241,9
11676,0446604666,1
11676,0446604801,8
11676,0446605239,6
11676,0446606189,9
11676,0446608815,6
11676,0446608955,7
11676,0446609404,5
11676,0446610038,1
11676,0446610399,1
11676,0446611212,6
11676,0446611867,8
11676,0446612545,6
11676,0446612790,8
11676,0446670251,8
11676,0446672211,1
11676,0449003787,7
11676,0449005615,1
11676,0449212602,1
11676,0449219364,7
11676,0451156609,7
11676,0451169530,5
11676,0451172817,8
11676,0451184963,9
11676,0451526341,1
11676,0452264464,8
11676,0452269571,9
11676,0452282829,1
11676,0452283205,7
11676,0515126772,1
11676,0515128554,8
11676,0515132020,1
11676,0515132187,9
11676,051513287X,1
11676,0515135062,9
11676,0553268880,1
11676,0553272535,1
11676,0553273914,6
11676,0553277472,7
11676,0553279378,8
11676,0553280341,1
11676,0553296981,7
11676,0553375407,1
11676,0553572997,7
11676,0553574574,1
11676,0553579754,8
11676,0553580221,9
11676,0553582747,7
11676,0590353403,8
11676,059035342X,1
11676,0609804138,1
11676,0670892963,7
11676,0670894605,1
11676,0671001795,1
11676,0671003755,1
11676,0671004530,7
11676,0671004573,1
11676,0671014196,8
11676,067102423X,8
11676,0671027344,8
11676,0671027387,1
11676,0671038184,4
11676,0671041789,5
11676,0671042262,7
11676,0671042858,1
11676,0671510053,9
11676,0671793489,8
11676,0679731148,5
11676,0679745203,1
11676,0679751521,9
11676,067976402X,1
11676,0684801523,5
11676,068484477X,4
11676,0684848783,6
11676,0684867621,3
11676,0684872153,9
11676,0684874350,7
11676,0743203631,7
11676,0743225406,1
11676,0743237188,6
11676,0743418174,8
11676,0743418204,1
11676,0743436210,8
11676,074343627X,1
11676,0767900383,8
11676,0767902521,8
11676,0767905385,1
11676,0786868716,9
11676,0786881852,6
11676,0786885688,9
11676,0802130208,3
11676,080410526X,6
11676,080410753X,8
11676,080411109X,9
11676,0804111359,6
11676,0804114986,8
11676,0812511816,8
11676,0812550706,9
11676,0842329129,9
11676,0842329218,1
11676,0842329242,8
11676,0871136791,8
11676,0971880107,6
11676,1400031354,8
11676,155874262X,7
11676,1558744150,1
11676,1558745157,1
11676,1573225789,1
11676,1573229326,7
11676,1573229571,7
13273,0060930535,9
13273,014025448X,8
13273,0312983271,7
13273,0316601950,9
13273,0316666343,8
13273,0316693006,5
13273,0380789019,9
13273,0385503822,7
13273,0385504209,9
13273,0385508042,5
13273,0399149155,5
13273,0439139597,9
13273,0446672211,9
13273,0670894605,9
13273,0671027360,8
13273,0743211375,7
13552,0140298479,9
13552,0141000198,9
13552,0312995423,8
13552,0345384466,1
13552,0380710218,8
13552,0380718340,7
13552,0385484518,1
13552,0385504209,1
13552,0425154092,8
13552,0425169863,9
13552,0440211727,9
13552,0440214041,9
13552,0440220602,7
13552,0440221471,8
13552,044022165X,8
13552,0440224764,9
13552,0440234743,8
13552,0440241537,8
13552,044651652X,8
13552,0451156609,1
13552,0515126772,8
13552,0515128546,7
13552,0515128554,7
13552,0553260111,8
13552,0743418174,1
13552,0743418204,9
13552,0786868716,9
14422,0060928336,9
14422,0060976845,9
14422,0316601950,9
14422,0316781142,7
14422,0345348036,9
14422,0345380371,8
14422,0375727345,8
14422,0440235162,9
14422,044651652X,7
14422,0452282829,4
14422,0553260111,9
14422,0679745203,5
14422,068484267X,5
14422,0743418174,9
14422,1400034779,9
14422,155874262X,7
15602,0140298479,1
15602,0142001740,1
15602,0312291639,7
15602,0312305060,1
15602,0316284955,8
15602,0316666343,9
15602,0316776963,1
15602,0345351525,9
15602,0375725784,8
15602,0385335482,9
15602,0385335881,8
15602,0385336179,9
15602,0385504209,9
15602,0671027344,8
15602,0684801523,8
15602,0743418174,1
16634,0060392452,8
16634,0316284955,8
16634,0345313860,1
16634,0345350499,1
16634,0375725784,3
16634,0380002930,1
16634,0380018179,7
16634,0380789019,9
16634,0399501487,8
16634,0440213525,7
16634,0446359866,7
16634,0449212602,8
16634,0451166892,1
16634,067976402X,8
16795,0060930535,4
16795,0060976845,7
16795,0061009059,9
16795,0062502182,8
16795,0064407667,8
16795,0070212570,9
16795,0140244824,6
16795,0142000205,9
16795,0142001740,1
16795,0151008116,1
16795,0312195516,9
16795,0312291639,9
16795,0312305060,8
16795,031242227X,9
16795,0312966970,8
16795,0312980140,6
16795,0316569321,9
16795,0316666343,1
16795,0316769487,8
16795,0316781142,9
16795,0345339703,8
16795,0345342968,8
16795,0345378490,7
16795,0345387651,5
16795,0345417623,5
16795,0345435168,8
16795,0345438329,9
16795,0345439104,8
16795,0375706771,7
16795,0375707972,5
16795,0375726403,4
16795,0375727345,9
16795,0380002930,6
16795,0380730138,8
16795,0385420161,7
16795,0385492081,5
16795,0385498802,9
16795,0385503822,8
16795,0385504209,1
16795,0385505833,1
16795,0385720106,9
16795,0399144463,7
16795,0425162443,9
16795,0440211263,9
16795,0440213525,5
16795,0440214041,6
16795,044022165X,5
16795,0440222656,9
16795,0440224675,5
16795,0440226104,5
16795,0440226430,9
16795,0440236703,9
16795,0446364193,8
16795,044651652X,9
16795,044651862X,6
16795,0446531332,9
16795,0446605239,1
16795,0446607657,9
16795,0446608955,8
16795,0446609404,8
16795,0446610038,9
16795,0446610399,6
16795,0446672211,8
16795,0451177096,8
16795,0451184963,8
16795,0451524934,8
16795,0553250426,7
16795,0553268880,5
16795,0553296981,8
16795,0553579754,8
16795,0553582747,8
16795,0670894605,1
16795,0671001795,7
16795,0671021001,1
16795,0671041789,7
16795,0671042262,8
16795,0671510053,5
16795,0679745203,7
16795,0679746048,9
16795,0684801523,6
16795,068484477X,7
16795,0684874350,7
16795,0743203631,8
16795,0743211375,9
16795,0743237188,9
16795,0743418174,9
16795,0786867647,1
16795,0786868716,8
16795,0786881852,9
16795,0786885688,7
16795,0842329129,9
16795,0842329242,9
16795,1558743669,1
16795,1558744150,8
16795,1573229326,9
17003,0060392452,1
17003,0060915544,1
17003,0060921145,1
17003,0060938455,1
17003,0142004235,9
17003,0312305060,1
17003,0316666343,9
17003,0316776963,7
17003,0345337662,7
17003,0446532231,1
17003,0452269571,1
17003,0679781587,8
17003,0804106304,8
17003,080411109X,8
17950,0064407667,1
17950,0316769487,9
17950,0345443284,4
17950,0375702709,8
17950,0380730138,3
17950,0385484518,8
17950,0385497466,5
17950,0440211727,5
17950,0440213525,5
17950,0446310786,8
17950,044651652X,9
17950,0446605239,6
17950,0446608955,1
17950,0452282829,5
17950,0553296981,8
17950,0679781587,9
17950,068484267X,5
17950,0684867621,5
17950,0684874350,8
17950,0786817070,5
17950,080411109X,2
17950,1558744150,8
20180,0060502258,8
20180,0060928336,1
20180,0060930535,8
20180,0060976845,8
20180,0061015725,8
20180,0070212570,9
20180,014028009X,5
20180,0140298479,8
20180,0312195516,1
20180,0312243022,8
20180,0345439104,8
20180,0446672211,8
20180,0449219364,8
20180,0451169530,1
20180,0553271636,8
20180,0553280341,8
20180,0671041789,1
20180,0679781587,1
20180,0743227441,8
20180,1573225789,1
21014,0060175400,7
21014,0060915544,8
21014,0060921145,8
21014,0060928336,8
21014,0060959037,8
21014,0064400557,1
21014,0064407667,8
21014,0070212570,8
21014,014023313X,3
21014,0140293248,8
21014,014029628X,8
21014,0142004235,1
21014,0312195516,9
21014,0312278586,7
21014,0312305060,8
21014,0312971346,6
21014,0316284955,7
21014,0316569321,8
21014,0316781142,6
21014,0316789089,8
21014,0345370775,5
21014,0345387651,8
21014,0374129983,8
21014,0375700757,8
21014,0375705856,7
21014,0375707972,4
21014,0375726403,8
21014,0380710218,8
21014,0385335881,6
21014,0385420161,3
21014,0385722206,8
21014,0425147622,8
21014,0425158616,7
21014,0425162443,7
21014,0425163407,8
21014,0425167313,8
21014,0439064872,9
21014,0440211263,8
21014,0440235596,8
21014,0451169530,8
21014,0452282152,8
21014,0452284449,5
21014,0553250426,1
21014,0553250531,9
21014,0553268880,5
21014,0553296981,8
21014,0670894605,8
21014,0671041789,7
21014,0671510053,8
21014,0679746048,7
21014,067976402X,7
21014,0871136791,9
21014,1573229571,2
22074,0060502258,9
22074,0060930535,9
22074,0312195516,9
22074,0345413903,1
22074,0425143325,9
22074,0440214041,8
22074,0440221471,7
22074,0440235162,7
22074,0440236673,7
22074,044023722X,9
22074,0452283205,9
22074,0553279912,6
22074,0671001795,9
22074,0679781587,1
22074,068484477X,8
22074,0767902521,9
22074,1400034779,9
22625,0060930535,9
22625,0060977493,9
22625,0060987561,1
22625,0099771519,1
22625,0142001430,1
22625,0142001740,9
22625,0316601950,1
22625,0316666343,1
22625,0316769487,1
22625,0316781142,8
22625,0316899984,1
22625,0345339681,1
22625,0345350499,1
22625,0345387651,1
22625,0345439104,9
22625,0345443284,1
22625,0375706771,1
22625,0375727345,9
22625,0380730138,9
22625,0385484518,1
22625,038550120X,1
22625,0385722206,9
22625,0425162443,9
22625,0425167313,9
22625,0439064864,1
22625,043935806X,1
22625,044651862X,9
22625,0451166892,9
22625,0452264464,9
22625,0452282829,8
22625,0553250531,1
22625,059035342X,1
22625,0671038184,8
22625,0679745203,1
22625,067976402X,1
22625,0679781587,1
22625,0743237188,9
22625,0786868716,9
23872,0312924585,1
23872,0345313860,1
23872,0345337662,9
23872,0345339703,1
23872,0345342968,9
23872,0345361792,6
23872,034538475X,8
23872,0345391802,1
23872,0439064864,1
23872,0439136350,1
23872,0439139597,1
23872,0440211727,9
23872,0440219078,9
23872,0446606812,7
23872,0451524934,7
23872,0553279378,7
23872,068484477X,8
23872,0812511816,1
23872,1558743669,8
23872,1558745157,1
23902,0060977493,8
23902,0099771519,1
23902,014023313X,9
23902,014028009X,9
23902,0140298479,1
23902,0142001430,8
23902,0312924585,5
23902,0345361792,1
23902,0345370775,7
23902,0345387651,9
23902,0375703861,9
23902,0380018179,8
23902,0385420161,8
23902,038549081X,8
23902,044021145X,5
23902,0440215625,5
23902,0440220602,5
23902,044023722X,6
23902,0446310786,7
23902,0451183665,8
23902,0451526341,9
23902,0553279912,7
23902,0679745203,9
23902,0684801523,1
23902,068484267X,7
23902,0749397543,1
23902,1573229326,8
25981,0312966091,1
25981,0312971346,1
25981,0312980140,1
25981,0312983271,1
25981,0312983867,1
25981,0345339703,5
25981,0345380371,5
25981,0385503822,1
25981,0385508042,5
25981,0440236673,5
25981,0446606812,5
25981,0449005615,5
25981,0451183665,5
25981,0684867621,1
25981,080410526X,5
25981,0842329242,5
27472,0060928336,1
27472,0064472272,1
27472,0316284955,7
27472,0316666343,1
27472,0345384466,1
27472,0380977788,8
27472,044021145X,8
27472,0440219078,1
27472,0440226104,9
27472,0440498058,1
27472,0446310786,1
27472,0446605239,7
27472,0446610038,8
27472,0553268880,9
27472,0553279912,5
27472,0553580221,8
27472,0671617028,1
27472,067976402X,8
27472,0743211375,6
27472,074343627X,8
27472,0842329242,9
28177,0060199652,6
28177,0060930535,1
28177,0060976845,5
28177,0060977493,5
28177,0060987103,8
28177,006101351X,9
28177,0061097101,8
28177,0156027321,9
28177,0312291639,8
28177,0375700757,7
28177,0375702709,9
28177,0375703055,1
28177,0375707972,6
28177,0375727345,1
28177,0385484518,9
28177,0385498802,7
28177,0446364193,7
28177,0446608815,6
28177,0452283205,1
28177,0671024248,8
28177,0671041789,6
28177,0679746048,7
28177,0812550706,1
28177,1558743669,9
28634,014028009X,7
28634,0312924585,1
28634,0316666343,1
28634,0345370775,9
28634,0345391055,7
28634,0380710218,9
28634,0385511612,9
28634,0425147622,1
28634,0425180638,1
28634,0425182908,1
28634,0440206154,1
28634,044021145X,1
28634,0440211727,1
28634,0440214041,1
28634,0440220602,1
28634,0440221471,1
28634,0440224675,1
28634,0440226104,9
28634,044023722X,9
28634,0440241537,1
28634,044651652X,1
28634,0446608955,1
28634,0446609404,1
28634,0671024248,1
28634,0671041789,1
28634,068484267X,1
28634,0684872153,1
29259,0060502258,7
29259,0142001740,1
29259,0345313860,1
29259,0345337662,1
29259,0345370775,5
29259,0380718332,1
29259,0380718340,1
29259,0425147622,1
29259,0425154092,1
29259,044021145X,9
29259,0452282152,9
29259,089480829X,1
29259,155874262X,1
29259,1558744150,1
29526,0060173289,1
29526,0060199652,1
29526,0312195516,1
29526,0316569321,1
29526,0345435168,9
29526,0380789035,9
29526,0385497466,1
29526,0385505833,1
29526,0439064864,1
29526,0439136350,1
29526,0439139597,1
29526,0590353403,1
29526,0670892963,1
29526,0670894605,1
29526,0679444815,1
30487,0060938455,7
30487,014023313X,7
30487,0312195516,8
30487,0316569321,7
30487,0385265700,6
30487,039592720X,8
30487,0440220602,7
30487,0440225701,6
30487,044023722X,8
30487,0449005615,9
30487,067088300X,7
30487,0671510053,6
30487,0743418174,8
30487,0805063897,8
30533,0060930535,8
30533,014025448X,9
30533,0345342968,1
30533,0375726403,9
30533,0385492081,8
30533,0440226430,7
30533,0440234743,6
30533,0440241537,7
30533,0441003257,9
30533,0451203771,6
30533,0553272535,9
30533,059035342X,9
30533,0671003755,7
30533,0671038184,8
30533,068484477X,8
30533,0743203631,7
30533,0767902521,8
30533,0804106304,8
30533,0804114986,8
30711,0060502258,8
30711,0099771519,8
30711,0330332775,6
30711,0345391802,7
30711,0380977788,8
30711,0385335881,8
30711,0439064864,7
30711,043935806X,8
30711,0440498058,9
30711,0446672211,8
30711,0452283205,8
30711,0553280341,8
30711,0812511816,7
30711,1558743669,8
30735,0060502258,8
30735,0070212570,9
30735,0141000198,4
30735,0312195516,1
30735,0312966970,1
30735,0312971346,1
30735,0345350499,9
30735,0345387651,5
30735,0380002930,9
30735,0385484518,1
30735,0399149155,1
30735,0439064864,9
30735,0439064872,9
30735,0439136350,9
30735,0439139597,1
30735,043935806X,1
30735,0449219364,1
30735,0553250426,9
30735,0553271636,1
30735,0553279912,1
30735,0553280341,1
30735,0590353403,1
30735,059035342X,1
30735,0671021001,8
30735,0786817070,7
30735,080411109X,9
30972,0060928336,1
30972,0316601950,9
30972,0375707972,8
30972,0380710218,8
30972,0425158616,8
30972,0425163407,9
30972,0425175405,5
30972,044021145X,8
30972,0440222656,8
30972,044023722X,9
30972,0446601241,7
30972,0446605484,9
30972,0446606812,6
30972,0449003795,8
30972,0452282829,9
30972,0553268880,8
30972,0671004573,7
30972,0671038184,9
30972,0671867156,8
30972,0971880107,1
31315,0142000205,9
31315,0316693006,1
31315,0316693200,1
31315,0316780375,8
31315,0345313860,1
31315,0375727345,9
31315,0385472951,8
31315,0385497466,4
31315,038550120X,6
31315,0425169863,9
31315,0440214041,6
31315,0440234743,1
31315,0446606189,1
31315,0553250531,1
31315,0684867621,9
31315,0786881852,7
31393,0060391626,9
31393,0060930535,8
31393,006101351X,8
31393,0140293248,6
31393,0142001740,8
31393,0345339681,5
31393,0345361792,1
31393,0375706771,8
31393,0385474016,7
31393,0385720106,5
31393,0439064872,1
31393,0439136369,5
31393,0440235596,8
31393,0452282829,8
31393,0515132020,5
31393,059035342X,1
31393,0684872153,5
31393,0767902521,8
31393,0804114986,8
31826,0380018179,1
31826,0385504209,1
31826,0451156609,1
31826,0451167317,1
31826,0451172817,1
31826,0451176464,1
31826,0451177096,1
31826,0451184963,9
31826,0553579754,1
31826,0553580221,1
31826,0553582747,1
31826,0553582755,1
31826,0671004530,1
31826,0671004573,1
31826,067102423X,1
31826,0671024248,1
31826,0671042858,7
31826,0671793489,1
31826,0671867156,1
31826,0743211375,1
31826,074343627X,1
31826,0971880107,1
32440,0142001740,9
32440,0156027321,9
32440,0312976275,5
32440,0375727345,8
32440,0380018179,8
32440,0380718332,7
32440,0380813815,7
32440,038549081X,9
32440,0446604801,7
32440,0446606812,6
32440,0452282152,9
32440,0679731148,9
32440,0684874350,9
32440,0749397543,7
32440,0767902521,7
32440,0786817070,9
34588,0060392452,9
34588,014025448X,1
34588,0316601950,9
34588,0345361792,1
34588,034538475X,8
34588,034540288X,7
34588,0345417623,5
34588,0385484518,1
34588,038550120X,5
34588,0446611212,7
34588,0553582747,7
34588,0670892963,8
34588,0842329129,2
34588,0871136791,1
35857,0312278586,5
35857,0316601950,9
35857,0345370775,9
35857,0345378490,7
35857,0345443284,8
35857,0375703055,8
35857,0375706771,8
35857,0375727345,5
35857,0399501487,9
35857,044022165X,5
35857,0440226430,3
35857,0446611867,6
35857,0671004573,5
35857,0743418174,6
35857,0786867647,8
35857,089480829X,1
35857,1558744150,8
35859,0060502258,7
35859,0060934417,9
35859,0061009059,1
35859,0070212570,1
35859,0142001740,9
35859,0312195516,1
35859,0312278586,8
35859,0312966091,9
35859,0312971346,9
35859,0312980140,8
35859,0316666343,6
35859,0316693200,7
35859,0345342968,1
35859,0375700757,7
35859,0375703055,9
35859,0375707972,6
35859,0380718332,9
35859,0380718340,8
35859,038079487X,8
35859,0385503822,6
35859,0385722206,8
35859,0425162443,9
35859,0425182908,4
35859,044021145X,1
35859,0446610038,7
35859,0446612790,8
35859,0451156609,7
35859,0451167317,8
35859,0451183665,3
35859,059035342X,1
35859,0670894605,8
35859,0671001795,8
35859,0671004530,7
35859,068484477X,1
35859,0684867621,6
35859,0743418174,7
35859,0804106304,8
35859,0842329129,9
35859,0842329242,9
35859,0871136791,7
35859,1558745157,8
36003,0140293248,5
36003,0140298479,1
36003,0141000198,1
36003,0316769487,1
36003,0385420161,9
36003,0425152251,1
36003,0439064864,1
36003,0439136350,1
36003,0439139597,1
36003,043935806X,1
36003,0440226430,7
36003,0446310786,1
36003,0590353403,1
36003,067976402X,8
36003,1400034779,7
36606,0060928336,9
36606,014029628X,8
36606,0142001740,1
36606,0312291639,1
36606,0312305060,5
36606,0385511612,5
36606,0425152251,5
36606,0440211263,5
36606,0440219078,1
36606,0440220602,1
36606,044651862X,8
36606,0446605239,1
36606,0446610399,8
36606,0449212602,9
36606,0449907481,5
36606,0553279378,5
36606,0590353403,1
36606,0679731148,5
36606,0679781587,5
36606,0743227441,1
36606,0786868716,1
36907,0060392452,1
36907,0060977493,1
36907,0060987561,1
36907,0064400557,1
36907,0140298479,1
36907,0156027321,1
36907,0312243022,8
36907,0316601950,4
36907,0345391802,8
36907,0374129983,1
36907,0380002930,1
36907,0385484518,1
36907,038549081X,1
36907,0385720955,1
36907,0439136350,1
36907,0446532231,1
36907,0452264464,1
36907,0671021001,1
36907,0684801523,1
36907,0743237188,1
36907,0786868716,7
36907,0804106304,8
36907,080411109X,9
36907,0804114986,9
